ae000002-c254-e084-6940-8f5de0ffd2b8;2701080000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701081000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701082000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701083000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701084000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701085000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701086000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701087000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701088000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;2701089000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;270108A000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;270108B000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;270108C000000010000000
ae000002-c254-e084-6940-8f5de0ffd2b8;270108D000000010000000